,clean_text,sentiment
18988,seller responsif dan cepat barang mantap bintang deh,positive
18989,mantap cepat sampai packing juga bagus semua befungsi dengan baik thx,positive
18990,semua fungsinya bisa semua,positive
18991,sudah direrima gun dan bagus,positive
18992,barangnya sudah sampai makasi ,positive
18993,bagus seuai deakripsi,positive
18994,barang diterima dalam keadaan baik pengiriman cepat semoga barang lancar dan awet thx bosquee,positive
18995,barang sampai kondisi ok ,positive
18996,barang saya terima cepat di hari yg sama thanks,positive
18997,mantab jiwa barang sesuai pesanan,negative
18998,barang sudah diterima dan berfungsi dengan baik thank you,positive
18999,barang sesuai dekripsi respon cepat recommended,positive
19000,sesuai harga dah gitu aja,positive
19001,barangnya mantap okkkkkmmmm ngga bisa connect exkternl hardisk,positive
19002,dua duanya oke mantab gan,positive
19003,produknya oke bgt packaging juga sipp,positive
19004,pengiriman ok barang juga ok,positive
19005,terima kasih banyak pesananya udah sampe,positive
19006,barang bagus recomended lah ya ,positive
19007,barang mendarat dengan selamat wlupun kurir nya nyasar kualitas sesuai deskripsi recomend seller,positive
19008,barang cepat diterima packaging ok sedang dicoba baru hari masih ok semoga awet ,positive
19009,bagus banget kok makasih loh ,positive
19010,lumayan bagus produknya sesuai harga,positive
19011,barang sudah diterima dengan baik ya terima kasih,positive
19012,kualitas oke mantap,positive
19013,bagus hub nya ada tombol on off nya di tiap port gak salah pilih,positive
19014,bagus produknya makasih ya ,positive
19015,cepet sudah sampai bungkus rapih,positive
19016,pesennya wrna black knp yg smp nya wrna putih ga sesuai,negative
19017,sep ,positive
19018,barang sampe dengan sempurna kualitasnya bagus,positive
19019,barang sudah diterima respon cepat ,positive
19020,pengiriman cepat barang juga bagus recomend lah,positive
19021,sukses terus gan ,positive
19022,servicenya cepat packingannya rapi usb hub nya juga berfungsi dengan baik makasih gan,positive
19023,oke barang sdh diterima dengan baik,positive
19024,terimakasih kak pesanan sudah diterima dengan baik ,positive
19025,cukup bagus dengan harga yang murah,positive
19026,produk telah diterima dan berfungsi dengan baik terima kasih gan ,positive
19027,baguuuuuuuuussssssasssssss,positive
19028,sesuai deskripsi harga terjangkau terima kasih ,positive
19029,respon cepat barang bagus sesuai,positive
19030,seperti biasa selalu bagus,positive
19031,mantapppp bossssss makasih ,positive
19032,mantab sesuai dgn pesanan ttm kasih,positive
19033,thakns gan barang sdh di terima ,positive
19034,cepat dan berkualitas,positive
19035,thank you gan buat kirimannya uda dites jalan normal,positive
19036,barang bagus proses tokonya cepat mantapp gannnn tarik terusss manggggg,positive
19037,produknya jozzz terima kasih agan sukses terus,positive
19038,terima kasih barang cepat sekali sampai bener seller bintang mudah mudahan barang awet,positive
19039,packing baik warna yang dikirim sesuai dengan permintaan produk bekerja dengan baik recseller,positive
19040,barang udh sampai dan sesuai gambar juga pengirimannya cepet bgt recommended seller lahh ,positive
19041,barang sampai dengan selamat semua port ok,positive
19042,dikirim dan sampai dalam satu hari o_o sangat puas d,positive
19043,barang telah mendarat dengan sehat dan baik terimakasih gan,positive
19044,semoga awet terus pelayanan super cepat ,positive
19045,barang berfungsi dengan baik tanpa keluhan,positive
19046,respon super cepat barang sangat sesuai mantapppp,positive
19047,barang sampai smoga kualitas baik krn blm sempet sy cek satu sukses gan,positive
19048,wow wow kasih jempol jempol jempol,positive
19049,bagus so far pake tanpa keluhan thank you ,positive
19050,packing rapi sesuai gambar good,positive
19051,barang sudah sampai berfungsi lancar jaya thanks gan,positive
19052,beli semua lancar siap jadi langganan,positive
19053,thx gan kiriman sdh diterima dgn baik,positive
19054,produk sampe tangsel dgn baik makasi ya,positive
19055,mantapppppptaptaptappppp wkwkwk,positive
19056,barang langsung dicoba dan berfungsi dengan baik,positive
19057,semoga awett dipakenya n bneran ,positive
19058,proses nya cepet barang ok mantap ,positive
19059,pagi pesan sore sudah diterima mantap,positive
19060,respon dan pengiriman super cepet produknya jg oke trims banyak yaa ,positive
19061,bagusssssssssssssssssssss,positive
19062,barang mantab sukses selalu gan bravo,positive
19063,sip gan usb hubnya bisa pake hd external wd tb trims minusnya cuma packing aja gak rapih ,positive
19064,barang ok lah dan kirim cepet,positive
19065,produk bagus sesuai deskripsi respon cepet recsell,positive
19066,terima kasih gan salam sukses,positive
19067,barang oke packing oke seller fast shipping tks,positive
19068,pengiriman cepat barang sesuai kriteria ,positive
19069,pengiriman cepat produk sesuai gambar dan berfungsi baik thanks gan,positive
19070,permintaan warna putih dijawab sama pihak toko ok trus yg dikirim hitam asal aja ,negative
19071,pengirimannya cepat respon sangat cepat ,positive
19072,barang sdh diterima trm ksh multi komputer,positive
19073,prosses pngiriman cepat bgt mesen jne reg brasa yes barang juga oke punya copy cepet dr usb ke usb ,positive
19074,terima barang dengan lengkap,positive
19075,bagus diluar ekspetasi if you gamer you know this gg bro ,positive
19076,siipp gan barangnya sesuai cepat nyampe thanks,positive
19077,brg mantap speed nya yahud,positive
19078,barang baguss mantaaaaaaaap,positive
19079,barang sesuai pesanan packing rapi sipp,positive
19080,sudah di terima ,positive
19081,makasih gan pesanannya uda smpai ,positive
19082,pengiriman lumayan cepat barang sesuai deskripsi semua slot berfungsi dengan baik semoga awet ,positive
19083,sorry lama soalnya belum di tes pas dites ok barangnya thanks gan,positive
19084,recommended pelayanan cepat ,positive
19085,barang sampai gan thanks,positive
19086,bagus sesuai foto recsell,positive
19087,usb bekerja tidak rusak,positive
19088,pagi pesan siang sampe mantap barang oke build quality nya solid,positive
19089,suami saya happpy thanks seller ,positive
19090,terimakasih barang sudah di test dan berjalan dengan baik,positive
19091,barang bagus kemarin sore pesan skrg sudah sampai,positive
19092,brg sesuai pesanan dan mutu bagus,positive
19093,iya mantap benar deh ya kalo ada yg mau pesen apa yang kamu lakukan,positive
19094,mantapppppppppppppp jiwaaaaaa,positive
19095,mantapppppppppppppppppppppppplppl tapi sayang saya minta warna hitam eh dikirim putih tp gpp lah,positive
19096,seller komunikatif dan reaponsif pengiriman cepat sesuai permintaan ,positive
19097,sayang gak ada warna hitam tapi barangnya oke no problem ,positive
19098,super fast response pengiriman cepat udah dicoba semua port nya aktif dan body nya pun cukup solid thanks juragan,positive
19099,mantap masih berfungsi sejauh ini,positive
19100,mudahan semua berfungsi baik terima kasih ,positive
19101,sory gan ga jadi komplain barang sudah sampai dengan selamat thankss,positive
19102,packing bagus dan barang berfungsi dengan baik terima kasih,positive
19103,berfungsi dengan baik thanks ,positive
19104,mantap barangnya bro ,positive
19105,barang diproses dengan cepat yang otomotasi dikirim juga cepat barang sampai dengan selamat packing oke dan sesuai deskripsi produk tks ya ,positive
19106,sudah dicoba dan berfungsi dengan baik pengiriman juga cepat ,positive
19107,brg sudah tiba tq yahhhhh,positive
19108,barang sudah diterima dan bekerja dgn baik terimakasih,positive
19109,barang cepat sampai dan sesuai dgn deskripsi produk,positive
19110,mantapppp dapet warna putih asikkk sementara baru test di hdd gb dan sukses kebaca dan speednya maknyoss hahahha,positive
19111,terima kasihhhhhhhhhhhhhhhhhhhhhhhhhhh,positive
19112,paket sudah diterima kualitas bagus dan sangat bermanfaat tq ,positive
19113,respon tanggap pengiriman super cepat packing rapih barangnya oke ,positive
19114,keempat slot nyala dan berfungsi kondisi baik sesuai harga ,positive
19115,fast respon barang sesuai deskripsi bisa untuk print dan mode usb ,positive
19116,bagus support hdd thx gan ,positive
19117,barang sudah sampai bagus sesuai deskripsi,positive
19118,barang oke cepat sampai sesuai pesanan,positive
19119,produk sampai dengan cepat packing rapi barang sangat oke sesuai dengan deskripsi semua port berfungsi dengan baik,positive
19120,barang sdh diterima dgn baik dan ditest semua berfungsi baik semoga awet thanks gan ,positive
19121,berfungsi semua pengiriman cepat dan kondisi barang mantap,positive
19122,barang sdh diterima sesuai yg di inginkan,positive
19123,terima kasih barang sudah diterima dengan selamat,positive
19124,tulisannya usb dites detect usb speednya pelan mirip usb tp port bisa semua,negative
19125,murah dan berkualitas,positive
19126,saklar lembut semoga awet dan bisa fast charging,positive
19127,pengiriman cepat dan kualitas barang lumayan bagus,positive
19128,packingnya rapi proses cepat barang berfungsi dgn baik,positive
19129,barangnya oke d thank you ,positive
19130,kualitas nya bagus kabel tebal pengiriman juga cepat terima kasih ,positive
19131,tks y udh smpe brg ny ,positive
19132,mantap sehari sampe overall bagus led berfungsi semua colokannya berfungsi semoga awet ,positive
19133,alhamdulillah sangat berguna buat kegiatan dikantor saya karena banyak usb yang mau di colokkan tp di pc nya cm dikit sangat membantu mksh,positive
19134,puas dengan barangny kondisi bgus,positive
19135,bagosssss ketepatan waktu pengiriman juga okeh,positive
19136,mantab proses sanhat cepat dam barabg juga oke,positive
19137,barang sudah terima dtest bagus pengiriman sangat cepat thank,positive
19138,di colok ahhhh nyossssssssssss ,positive
19139,work perfectly pelayanan cepat no babibu,positive
19140,respon cepat n pengiriman pulang,positive
19141,barang mulus kualitas mantap memuaskan sekali,positive
19142,mantap jiwa packing rapih dan barang bagus,positive
19143,di mika nya usb bgtu di sambung ke komputer yang tertera usb ,positive
19144,terimakasih sudah di test berfungsi dgn baik ,positive
19145,barang di terima blm sempet test,positive
19146,barang sudah diterima dengan baik namun belum di test semoga lancar seller fast respons terima kasih,positive
19147,barang sudah sampai dengan mantap,positive
19148,semoga awet dipakai thanks gan harganya juga terjangkau,positive
19149,thx mantap fast respon jg ,positive
19150,goooooooooooooooooooooooooooooooooooooooood,positive
19151,barang sudah sampai dengan baik dan selamat packing rapi dan aman ada plastik pletak pletoknya hehe barang langsung di coba dan berfungsi dengan baik terima kasih semoga lancar terus usahanya ,positive
19152,sudah diterima belum dicoba semoga aman good seller,positive
19153,sudah d terima ternyata itu usb o bukan tp gpp lah makasih gan,positive
19154,baru nyampe gan portnya nyala semua tks,positive
19155,diterima dengan baik dan cepat sesuai gambat,positive
19156,produk telah diterima dan sesuai terima kasih gan sorry baru sempat konfirmasi,positive
19157,produk memuaskan pengiriman cepat packing lumayan recomended seller ,positive
19158,barang sesuai deskripsi kuberi kau bintang,positive
19159,ga perlu tanya langsung pesen dan langsung dianter fast respon nice barang udah dicoba dan ok semoga awet ,positive
19160,produk sesuai keterangan dan berfungsi dengan baik,positive
19161,berfungsi dengan baik terima kasih fast response,positive
19162,barang bagus sampe cepet dan bungkus rapih,positive
19163,barang sesuai deskripsi sangat baik ,positive
19164,barang memuaskan dan pengiriman cepat,positive
19165,sudah saya terima dengan kondisi baik dan sudah dicoba lancar jaya,positive
19166,mantaaaabbb kakaaaa gas gas terussss,positive
19167,barang sudah diterima dengan baik kwalitas barang cukup bagus ,positive
19168,terima kasih barang sudah diterima dan ditest bisa ada lampu n saklarnya yg nyala,positive
19169,mantap produk berfungai dengan baik,positive
19170,barang oke sesuai diskripsi tp belum dicoba semoga gak ada kendala thanks gan ,positive
19171,produk berkualitas baik sampenya cepet,positive
19172,sipppppppppppppppppppppppppppppp,positive
19173,barang sesuai dan tepat waktu pengirimannya,positive
19174,barang sudah diterima dengan sangat baik pengiriman dan respond dari seller juga sangat cepat terima kasih ,positive
19175,pengiriman cepat senang belanja disini thanks,positive
19176,respon cepat barang sudah sampai dan di tes jalan semua ,positive
19177,fitur on off pada usb hubnya cukup menarik ,positive
19178,barang bagus dan cepat sampai top markotop,positive
19179,terima kasih barang sudah diterima sesuai dengan deakripsi ,positive
19180,barang sudah sampe dan work semua thx u banget pengiriman cepet,positive
19181,seller mengirim dengan cepat barang berfungsi sesuai harga build q nya kurg kokoh tapi memang pantas price performance bagus ,positive
19182,mantaaaaaappppp terima kasih,positive
19183,barang oke sesuai dengan gambar,positive
19184,produk sesuai barang sampai di hari yang sama ,positive
19185,terima kasih barang nya bagus sesuai gambar dan dikirim nya cepet banget,positive
19186,thx gan sesuai dengan product description,positive
19187,pengantaran cepat produk cukup bagus,negative
19188,barang udah dicoba dan oke sayangnya jnenya lama sampe ,positive
19189,responnya cepet barangnya ok thanks ya,positive
19190,fast respon banget dan barang sudah sampai di tkp mantap joss,positive
19191,minta warna hitam dikirim putih kurir pilih j t yg dipakai jne meskipun demikian barang dalam kondisi berfungsi baik ,negative
