,text,sentiment
16797,Terima kasih gan barang udh d terima dgn baik..,positive
16798,barang diterima dengan konsisi baik tp kynya bukan ori,positive
16799,goooooooooooooooooooooooooodddddddddd////////////////////////////////////////////////,positive
16800,Mantap makasih gan.. semmogaa suksees,positive
16801,"Meski ada kendala pengiriman tapi penjual sangat informatif sehingga saya tetap merasa tenang, barang sampai dgn kondisi dan kualitas bagus, lembut, tapi agak kotor dengan benang-benang dan bulu-bulu, harus dibersihkan dgn roller perekat dulu namun terlihat tdk perlu sampai di laundry. Terima kasih.",positive
16802,"barang bagus,proses lama",negative
16803,"Makasih min, walaupun sdkit kcwa tapi ngak apa2 tank&#39;s seler",negative
16804,"Matras nya sdh sampai... Anak2 pd suka,  tp msh byk sisa2 benang... So far msh oke lah keseluruhan&#39;nya... Thank&#39;s seller...",positive
16805,Lumayanlah untuk santai anak2,positive
16806,Lebih dikontrol pesanannya biar pengiriman lebih cepat. terima kasih bnyak atas kerjasamnya....,positive
16807,"barang sudah d terima customer saya, makasih :)",positive
16808,"Barangnya udh sya ambil sendiri
Ternyata barangnya bukan nyampe ke org lain atw ke tetangga
Barangnya ada di kantor pos koq
Harusnya penjual yg ngurusin kesalahan ini ke kurir jd pembeli ga repot",positive
16809,"Terimakasih 
Walaupun trlambat jauh bnget",negative
16810,. . . . . . . . . . . . . . . . . . . . . . .  . . . .,positive
16811,"Barang bagus sesuai gambar... thanks
Tp kok harga'nya jadi naek..pdhl pengen beli lg buat ponakan..",positive
16812,"Barang Ny udah sampe
Tapi kenapa ga sampe rumah harus jemput di kantor pos",positive
16813,barang sudah sampai. barang sesuai dengan pesanan,positive
16814,Barang sudah di terima sis..bagus barangnya..nice..,positive
16815,............................................................................................,positive
16816,Barang sudah sampai...terimakasih sis...,negative
16817,makasih bnyak agan..barang udah nyampe..,positive
16818,"Barang sesuai dg yang digambar, bagus tapi pengiriman nya lamaaa banget",positive
16819,makasih barangnya bagus anak2 suka,positive
16820,trimssssssssssssssssssssssssssssssssssssssssss DS aman................................semoga cust. puassssssssssssssssssssssssssssss,positive
16821,"Kualitas nya ok,pengirimannya jg cepat..recommended deh.",positive
16822,Paket sudah diterima bagus anak sy suka top seller d,positive
16823,barang sudah sampai sis...terimakasih,positive
16824,"ok mba terimakasih barang sudah nyampe, lebih cepat dari perkiraan :)",positive
16825,pelayananx cepat banget.... Rekomended pkkx... :),positive
16826,udah diterima ses mantap. trus capek deh 20 hari. tp bgs kasurnya trims ya,positive
16827,brng sudh sampaiiiii.....thankyou^^,positive
16828,"barang sudah sampai,,, terimakasih,,, tp packing krg rapih,,,belakangnya jd kotor",negative
16829,"matras sudah sampai, terima kasih",positive
16830,maaf telat review'a..................,positive
16831,"Barang diterima dalam dengan baik dan memuaskan,,,, recomended order sudah///!!!",positive
16832,"Barang sudah diterima, tp pengiriman agak lambat dari perkiraan,,,,terima kasih banyak!!!",positive
16833,"barang bagus,sesuai gambar..walaupun seller ga pernah bls chat tapi puas kok",positive
16834,"barang bagusss,agak lama nyampenya, low responnn",negative
16835,akurat respon cepat barang baguss. thanks gan........,positive
16836,thanks say                              .,positive
16837,sudah diterima dengan baik....,positive
16838,"thnks sdh sampai kekonsumen,,,,,,",positive
16839,Sangat memuaskan barang yg saya terima,positive
16840,barang sudah diterima... thankksss (pnd8.6),positive
16841,thanks bos barang sudah sampai,negative
16842,Barang sudah sampai sesuai pesanan... terima kasih,positive
16843,Barang sudah d terima dengan baik..... Terma kasih,positive
16844,maaf gan baru di konfirmasi..barang sudah di terima 3 hari setelh pengiriman..kwalitas barang ok punya.,positive
16845,Jam tangan sudah saya terima dengan selamat. Barang tepat seperti yang saya inginkan. Good job.,positive
16846,"penjual harus meningkatkan profesionalitas... jangan sampai pembeli menjadi kecewa , dan kapok tuk belanja lagi di lapak anda.",negative
16847,"oke barang kosong. Tp sblm agan batalkan, tlg konfirmasi ya :)",negative
16848,pengiriman sangat baik sekaliiii,positive
16849,Mantap terimakasih....................,positive
16850,"Mantap, terimakasih..................",positive
16851,terimakasih barang sudah sampaiii,positive
16852,"Mantap barang datang dengan selamat, kirain kayak toko sebelah qoo10 beli barang 1 bulan barang g nyampai malang dbilang barangnya hilang, sudah gitu tdk d ganti barang malah g jelas, tp d tokopedia.com barang nyampai cepat pelayanan mantap tidak dipimpong kesana kemari langsung bisa tanya pada reseler ataupun tokopedia langsung dan tanggapannya cepat, trim tokopedia rekomended seller lanjutkan pelayanannya dan untuk jam tangan murmer anda layak dapat jempol 5 trim",positive
16853,mantap...................................,positive
16854,Jam tangan sudah sampai.. Alhamdulillah sesuai.. Mksih yaa gan..,positive
16855,"Gan barang yg ini juga sudah sampe d tujuan.
terimakasih.
barangnya mantapp, adik saya suka.",positive
16856,Mantap gan...barang sesuai gambar,positive
16857,Barangnya sdh sy terima gan. Mantab.....,positive
16858,barang oke  tapi pengiriman agak lama,positive
16859,Ukuran jam terlalu kecil bagi pergelangan,negative
16860,"sip lah pokonya bagus..
kl awet mau belanja lagi disini",positive
16861,Thanks gan.......................,positive
16862,"mantaff barang sudah sampai,, keren...",positive
16863,ya sesuai pesanan...bagus untuk pengirimin,positive
16864,"Terimakasih, barang sudah sampai",positive
16865,"brg sipp Gan, ntar klu butuh Lagi langsung kirim ya gan",positive
16866,Sangat memuaskan.produk yang dikirim sesuai foto,positive
16867,"paket udah di trima , barang bagus tp pengiriman lama banget",positive
16868,mantappppppppppppppp boooooosssssssssssssssssssssssssssss,positive
16869,"barang sdh di trima pengiriman nya aga lama , ko ga ada tanggal dan bulan nya ya di jam nya ,",positive
16870,barangnya sesuai aku tida kecewa terimakasih,positive
16871,"gak bisa disetting 24jam, ada harga ada rupa",negative
16872,Barang Bagus semoga awet,positive
16873,Jooss barang sesuaii gan👍,positive
16874,"Barang bagus,packing rapi.  Makasih om",positive
16875,goooooood............,positive
16876,Produk sudah diterima dengan baik,positive
16877,waduh baru sekali kena air langsung masuk deh air nya katanya kuat air dan saya cuma pake sambil wudhu apalagi kalo pake renang hadeuh,negative
16878,"Barang sesuai beneran original asli 100%,box,malah dapat batterai cadangan, packing super aman pakai bubble wrap.benar2 recommended seller deh..tx gan",positive
16879,Tanks gan...jamnya sudah sampai.,positive
16880,Respot cepat packing bagus dan Terima kasih barang sudah sampai dengan selamat,positive
16881,"jam sudah diterima, terimakasih banyak ;)",positive
16882,Pengiriman cepat. barang oke.. tapi sedikit ngembun...,negative
16883,barang sudah sampe tepat pada waktunyaa  .sekut banget barangny,positive
16884,"Paket datang dengan baik, barang di bungkus dengan rapih. masalah kualitas belum dicoba, tapi semoga aja awet dan tidak cepat rusak. Trima kasih...",negative
16885,lumayan lah...........................,positive
16886,Barang sesuai harga. Proses cepat.. terimakasih,positive
16887,"good job..........'......................
thanks",positive
16888,paket ny udh keterima dngan baik packing ny aman mksh bonus btre nya,positive
16889,niceeeeeeee termakasih.....maaf telat beri ulasannn,positive
16890,"sesuai gambar. cool dah, cuma dari pengiriman rada lama. for all thanks.",positive
16891,sipppppppppppppp no problem.....,positive
16892,"Barangnya baru aja sampai, makasih...",positive
16893,terimakasih.barang sesuai harga.,positive
16894,"terimakasih kak, tetap fast respon  dan melayani dengan baik :)",positive
16895,Barang belum keterima ketangan saya karna pengirimannya sampai sabtu. Jadi blm tau kondisi barangnya.,negative
16896,"Thanks om barang dah sampe,sesuai dengan pesanan",negative
16897,"barang sesuai iklan, bagus bgt.  haturnuhun",positive
16898,"jamnya bagus gan......
makasi....",positive
16899,"kualitas ok, packing ada bubble nya. tombol berfungsi semua. ada light, stopwatch, day, date, alarm. sayang gak ada count down timer nya :D
(order tgl 20, tgl 26 baru nyampe -_-')",positive
16900,saya kecewa gan... baru pakai sekali knapa lansung berembun... setelah kena air,negative
16901,uda sampe gan makasih dan sama bgt dgn di foto nya.,positive
16902,"barang sudah sampai, sesuai deskripsi. terima kasih",positive
16903,Sudah sampai bos barangnya meluncur dengan selamat thanks,positive
16904,"udah sampai dan sesuai gambar, cuma pengirimannya luamaaaaaaa....... bingits. haduh....",positive
16905,Walau agak lama. tp thx jam Ok,positive
16906,makasih gan... ntar order lagii... oke banget deh !,positive
16907,barang telah di terima dan sesuai dengan kualitas..ok,positive
16908,"Slow Respon, Barang Bagus, Pengiriman cepat",positive
16909,yang pasti puas deh walopun agak slow respon nya hehee,positive
16910,"barang sudah sampai dengan baik, dan sesuai dengan display, thx",negative
16911,super duper cepet pengirimannya.  jam okeeee,positive
16912,"thanks barang nya sudah sampai, jamnya simple keren.",positive
16913,"Suka banget, bisa nih buat langganan kak",positive
16914,terimakasih gan brang udh nyampe,positive
16915,okkkeeee.........ggoooodddd... .,positive
16916,Top bangett!! slow respon dan barangnya bagusss.. dan cepat juga. sukses selalu,positive
16917,barang bagus packing rapih cuma karena mesen deket lebaran jnenya overload dan nyampenya pending wkwk,positive
16918,"barang sudah sampai, barangnya ok,",positive
16919,paket udah sampe dengan selamat,positive
16920,"terima kasih, pesanan sudah di trima",positive
16921,"jam ok..sampainya juga cepet
..thanks",negative
16922,barang ny lambattttttttttttt sampai ny.. tlong lbih fast respon baik via bbm/wa..,negative
16923,alhamdulillah barang sdh sampai...makasih om,positive
16924,"sip, . ,......... .....,.. ..     ........ .",negative
16925,barangnya oke (y) terima kasihhh....,positive
16926,mantappppppppppppppppppppppppppppppppppppppppppppp,positive
16927,"bagus mntaaap dach,......",positive
16928,ke 2 klinya blanja d sni jamku yg dlu bli 2015 smpai skrg gg rusak sdah 2thun dan gg prnh ganti batrai sma skli.jgn ragu bli d sni.terima kasih jam couple gshock dan baby g nya sdah dtang.bagus jamnya sukses trz ya olshopnya,positive
16929,packingan yg luar biasa aman..,positive
16930,"bublenya mantab, semoga banjir order, terimkasih",positive
16931,barang sudah sampai... terima kasih,positive
16932,------------------------------------------------,negative
16933,ok ........................................................,positive
16934,...........m.......m..........m.......,negative
16935,"woke.......................---,-;-;-,-,;-,--,:-,-,-?-^#;-,-,-;-,-?-,-",positive
16936,ok.....................................,positive
16937,makasiiiiiiiiii.................................,positive
16938,"trimakasih pesanan nya sudah sampai :) , nanti sy order lagi , d tunggu saja",positive
16939,barangnya sudah sampai. bubble wrapnya tebal aman dah paketnya :D,positive
16940,Sedikit kecewa dengan pelayanan ......................................................................,negative
16941,topmarkotop ya hehe thanks ya hehe,positive
16942,"oke packing barang sangat aman boss ,.....",positive
16943,"packing aman, rapi, dan memuaskan",positive
16944,okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,positive
16945,.......................................................,positive
16946,"thanks ,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",positive
16947,thanks .....................................................,positive
16948,T H A N K S   G A N  .  .  .  .  . .  .  .  .  .  .  .   ......,positive
16949,thanks gan..............................................................,positive
16950,Ok............................::::::::.................::::::::::::.............,positive
16951,sip..paket jadi aman..makasih gan,positive
16952,"Dikemas dengan rapih, untung tambah beli ini'a, karna hanya langsung dus jam tangan aja, ga dibungkusin koran/yang lain'a..",positive
16953,............................................................... oke,positive
16954,"3 hari baru dikirim, mana barangnya salah juga",negative
16955,sangat direkomendasikan biar barang ngga rusak,positive
16956,terima kasih barang diterima dengan baik.........................,positive
16957,"kualitad bagus, sesuai pesanan terimakasih.",positive
16958,thank you..................................,positive
16959,"Lumayan, Tingkatkan ya gan :) ...... #PENGIRIMAN HARAP DI PERCEPAT",positive
16960,Bikin kiriman untuk ane lebih terjamin .........,positive
16961,the best........................,positive
16962,ALWAYS TRIMS....................................................................OKE SELALU YA.......,positive
16963,tanks........................................,positive
16964,buble ada............................. thx,positive
16965,yayayayayayayayayayayayayayaya,positive
16966,.....................................................................,positive
16967,thanksssss udahhh datenggggggggg,positive
16968,"barang udh diterima ya gan,.... makasii",positive
16969,"pake tambahan buble extra aman, kirain barangnya bakal dibalut sama bublenya :( tau nya cuman dilipet disinpen diatasnya aja, untungnya jam nya bisa sampai dengan selamat...",negative
16970,terima kasih barang sudah sampai,positive
16971,Terima kasih DS sukses........:-),positive
16972,............................................................................,positive
16973,mksh....................................,positive
16974,"thank's.....................,,,,,,,,,,:-)",positive
16975,Thank's.....................................:-),positive
16976,"Pake bubble ini guys klo beli disini, packing jadi aman.. sampe susah loh dibukanya.. :D",positive
16977,...........................................................................................,positive
16978,top deh packingannya. semua pesanan saya aman..,positive
16979,sedikit banget dua ribu hahahahahahahahahaha,negative
16980,maksih gan barang sudah smpai dengan selamat,positive
